PC1,PC2,PC3,PC4,PLAYER_ID,PLAYER_NAME,Cluster
-0.20660990298981396,-0.5947152425880049,1.6431359881539815,0.014730332223003528,2544,LeBron James,1
-2.6867886510527073,-1.5301064955828911,-1.036465328640816,-0.03530763770140647,101108,Chris Paul,2
-1.055368423406459,0.5395136439172225,0.8837056101309693,-0.8883589492013273,200768,Kyle Lowry,1
0.03884598475441986,0.4486135866811289,1.8069322232718985,-0.043363092648532706,201142,Kevin Durant,3
1.3849840913582796,-0.17624315878396826,0.9815798488883355,0.6406743102469457,201143,Al Horford,3
-1.6967157288798316,-0.31594078981247814,0.5158345443039999,-0.07595955352978584,201144,Mike Conley,1
1.2000212017925986,-0.19505803818575337,0.07027938220679383,0.33060626494010026,201145,Jeff Green,3
-1.3300986801424315,0.20287966910433833,-0.3112456305869029,-0.5807350319123085,201566,Russell Westbrook,5
3.3529493677093685,-1.05036264956573,0.647997133943286,-0.6197741062021211,201567,Kevin Love,0
1.6697021227117088,-1.1734019459926925,0.5209872280032081,-0.2695252686263139,201568,Danilo Gallinari,0
-1.825554066561739,-0.7215375051679901,0.7033657717287366,0.13672667586837722,201569,Eric Gordon,1
3.7249525693818684,-0.40919854779752085,0.6409134508004373,-0.5456275287080274,201572,Brook Lopez,0
-0.3549141239329085,1.4312825570379986,0.6898266361962389,-0.4134729476841428,201587,Nicolas Batum,3
-1.0133074904115604,-0.198994665308251,0.9633461852457049,0.029411856507859647,201935,James Harden,1
-1.697459179385102,-0.10344477858734413,1.6492128537774662,-1.2318829159279825,201939,Stephen Curry,1
-2.2609052365826874,-1.6282340941813254,1.63978333409322,-0.27932445444087534,201942,DeMar DeRozan,1
0.4530812079469438,2.287952598150892,-0.3642402957895104,-0.4301672078796142,201950,Jrue Holiday,4
-0.9583089883365224,0.8936749384019513,-0.830800437759236,-0.3455391843260223,201976,Patrick Beverley,5
-0.7720388068564971,0.8096551263978566,0.8408670846516784,-0.1134937896100169,202330,Gordon Hayward,3
-0.06988738244825002,1.1245786842905652,1.0609796584391875,-0.34005358391722723,202331,Paul George,3
-1.9610911904660608,0.41687312474265525,-2.076699577526538,-0.3552739196384985,202397,Ish Smith,5
-1.8325874474563661,-0.38643646314598856,-0.011737671347099611,0.07466728996837278,202681,Kyrie Irving,1
2.350144099928972,-0.14816386448455676,-0.5700829852729279,-0.22329541056389976,202684,Tristan Thompson,0
5.067148985433466,-1.0075439811700169,-0.5270154088502754,0.06537130324590869,202685,Jonas Valančiūnas,0
-0.40562665743091497,0.29714828058591747,0.778833393233787,-0.050915019450100005,202691,Klay Thompson,3
-1.5400199197926139,-0.32410682213285036,1.1848083565244079,-0.2802241699552317,202692,Alec Burks,1
-1.158044929890495,-0.8303008848351972,0.377235225797838,-1.063243301517393,202694,Marcus Morris Sr.,1
0.13235383919927188,0.9929756755311079,1.0626240584577897,-0.021908832054744604,202695,Kawhi Leonard,3
4.057108504175892,-0.7029593483530404,0.7353703279064872,-1.4517888565255335,202696,Nikola Vučević,0
0.5325686376138588,0.9368111836517636,1.0827330888578597,-0.30919244945734276,202699,Tobias Harris,3
-1.802063783206018,-0.8856317467226495,-1.4293199082404429,0.48599069488680147,202704,Reggie Jackson,2
0.011814402166711493,1.4730114379563766,0.9850663328042868,-0.4281629876852344,202710,Jimmy Butler,3
-1.7775247910536716,-1.0603611249932248,1.534019315333599,0.11746215152986333,202711,Bojan Bogdanović,1
-2.4639146284545985,-2.3683325721629713,1.138421950364458,0.1184415362907124,202722,Davis Bertans,1
4.150062848769207,-0.12354603325048037,-0.06489655719264355,0.21891102241519786,203076,Anthony Davis,0
-0.8124467807080327,0.8029935147494658,-0.019401597028103967,-0.30339501879429986,203078,Bradley Beal,5
-2.139715668842797,-0.428460743347431,0.46588452753054976,-0.5993236256688967,203081,Damian Lillard,1
4.296290848372821,-1.301272243900993,-0.5386532942078213,-1.409229685680157,203083,Andre Drummond,0
2.0040653552689878,0.6635612531782368,1.198032520475824,1.4624458107943747,203084,Harrison Barnes,3
-0.11822321620612339,0.940927839579356,1.5530892561342293,0.06219613909395695,203109,Jae Crowder,3
3.030040374402441,-0.46291242059337284,0.23895117158508083,-0.23137985940710096,203110,Draymond Green,0
-0.4796683152596848,1.3390159058387348,0.8986556449715354,-0.45010994694047446,203114,Khris Middleton,3
-1.5134819322968325,-0.3771348762101347,0.007320442836866812,0.14256044875771193,203200,Justin Holiday,1
3.3217142429808226,-1.433444280461887,-1.6185596594239624,-0.9565237104290125,203458,Alex Len,0
-1.675348516320244,0.02669140475799917,-0.056896293554011344,-0.2324632447260663,203468,CJ McCollum,1
-0.8382841389678719,1.7079395044251642,-0.2537212650652354,-0.8374507847212773,203471,Dennis Schröder,5
1.6522972349077978,-0.9997671632696382,0.45440228000519955,0.15650776657917492,203482,Kelly Olynyk,0
0.14089007685289381,2.5448253310401405,-0.5784312023930382,0.29693918741636877,203484,Kentavious Caldwell-Pope,4
3.232789212046121,-1.3749280177174728,-1.519199992841581,-0.8993913889443547,203486,Mason Plumlee,0
3.0263632800125397,-1.321817697933327,-0.19348821780191683,-0.9704726037311588,203488,Mike Muscala,0
-2.8345382750214054,-2.089646014476934,-0.6605631848128718,0.7264917572909414,203493,Reggie Bullock Jr.,2
4.064067940318055,-1.1044917242142136,-1.0176146117097171,-0.21843060177304097,203497,Rudy Gobert,0
-1.1100591434032636,-0.052865479454008664,0.6269450884519543,0.0479685848598031,203501,Tim Hardaway Jr.,1
0.44073227352666,0.2611790835053047,1.4896370256039488,-1.0515759424153754,203507,Giannis Antetokounmpo,1
-2.7459455812367795,-1.6305683326741094,-0.09971118378065726,0.8036066414061085,203552,Seth Curry,2
-2.4250585322458678,-1.5612003500159342,0.9255388733793581,-0.3901301800954972,203903,Jordan Clarkson,1
