1,2,3,4,5,6,7,8,PLAYER_ID,PLAYER_NAME
0.06491448594948847,0.05799827370753514,0.047193302426931635,0.07629734191449147,0.28408369389779536,0.14413253803640674,0.052353775850677534,0.27302658821667364,2544,LeBron James
0.028773926040210212,0.027340372531057647,0.12345274255500378,0.11613390546903879,0.24367838259164618,0.1650129373382833,0.08733105121900261,0.20827668225575754,101108,Chris Paul
0.042613334526279294,0.035559109540398925,0.07649206784134563,0.045797941049829725,0.19582953547802648,0.24198256434918275,0.11051619144545906,0.2512092557694781,200768,Kyle Lowry
0.05640598136429966,0.05088417200484904,0.033501360139621496,0.034438995219198604,0.267331623814956,0.20592221366379687,0.04802739129445641,0.3034882624988218,201142,Kevin Durant
0.14567759248610312,0.11383389468495851,0.045143623867028124,0.03264601988006244,0.257479668117966,0.14476573838275966,0.08351543032394096,0.17693803225718122,201143,Al Horford
0.025111501208329688,0.02549330352857865,0.08643449957233873,0.06236175663194896,0.27390583773614685,0.22832845237815919,0.06833621640299554,0.23002843254150235,201144,Mike Conley
0.14580034586674645,0.0960801768736273,0.06904565586988405,0.05252212744532898,0.24705393040343823,0.1628054609002751,0.04714805869519216,0.17954424394550775,201145,Jeff Green
0.035679229007406534,0.034305006097742355,0.08625777090335823,0.04154495969541034,0.2676789910467296,0.25662571760016656,0.061420625241678815,0.21648770040750767,201566,Russell Westbrook
0.2662421061304409,0.1695188798580921,0.03397938264245315,0.0218920084718244,0.18016197275251902,0.08297832124111258,0.04569357004037202,0.19953375886318583,201567,Kevin Love
0.19285889706639625,0.14415299420884595,0.0729479429915945,0.037543473266416855,0.2093767577459656,0.0895133370831914,0.07168038533752684,0.1819262123000626,201568,Danilo Gallinari
0.024705815501910994,0.02505416750048794,0.0874363516428132,0.07261533292321679,0.2680753922665856,0.18076998144593256,0.07940943218624232,0.2619335265328106,201569,Eric Gordon
0.25586518295148314,0.19862649455358086,0.02024805157815696,0.01997119940725751,0.17003105126146995,0.12227504765243301,0.026878561484086978,0.1861044111115316,201572,Brook Lopez
0.04627179085746947,0.04236403623215418,0.04541133932232452,0.03972366148531952,0.16421888396018938,0.34295051005827465,0.08089797591978232,0.23816180216448604,201587,Nicolas Batum
0.04739735862603208,0.04441589358928335,0.04612957469722448,0.05087951329189261,0.2769172634005328,0.19358550456288848,0.06324182364388686,0.2774330681882593,201935,James Harden
0.0327403413509212,0.02979799041252142,0.08377675580971013,0.07639795105380107,0.2072523218779077,0.20819043506670923,0.05379343550041937,0.3080507689280098,201939,Stephen Curry
0.03858408460913897,0.02252101496148195,0.05904900264290999,0.05822506307114845,0.3513359377227751,0.09433432736364851,0.10062568380230852,0.2753248858265885,201942,DeMar DeRozan
0.06925568923754748,0.046767875120862036,0.058484265507720214,0.04020494213574426,0.19141156886394675,0.38151932297325586,0.04686556154743274,0.16549077461349068,201950,Jrue Holiday
0.044731707000836285,0.02860884391227399,0.09877279534271619,0.05288713995838006,0.18845338502330583,0.3286030093417956,0.04816762072698747,0.20977549869370446,201976,Patrick Beverley
0.03302246400947411,0.02435143036897228,0.05455016468672513,0.01937382036194071,0.32902927352799677,0.2459753525036083,0.06449058139965212,0.22920691314163055,202330,Gordon Hayward
0.042079368883785655,0.05734633171132304,0.04379056186956659,0.036971801546204996,0.2403083491725518,0.28463958113860294,0.04648276451494832,0.24838124116301669,202331,Paul George
0.030393370082873964,0.01873101586230172,0.15877926525918426,0.05859926750915613,0.20745365682928962,0.29597755028062145,0.0345933175835302,0.19547255659304258,202397,Ish Smith
0.02628441720992067,0.021438034720966895,0.08714793365169658,0.08796252863095415,0.2611303191793642,0.2193319863532459,0.0737711857619781,0.2229335944918735,202681,Kyrie Irving
0.2482313619905301,0.10110481849410452,0.03719246123851081,0.027769009377030918,0.2325596509144926,0.13125058026181413,0.07199888589731687,0.14989323182619999,202684,Tristan Thompson
0.2996636971154078,0.27718006658604394,0.020541939089669527,0.010872026634417565,0.1650124547701529,0.07959007665585809,0.015521486285298555,0.13161825286315174,202685,Jonas Valančiūnas
0.056092428124053344,0.032654379562775976,0.06222126817838034,0.057811713206396456,0.23253079967821083,0.25877146347873364,0.04004911096711291,0.25986883680433653,202691,Klay Thompson
0.03260222962167507,0.02122621466482281,0.07834578450080733,0.04584785111133429,0.25512017243643725,0.20708982609568985,0.13092653682429561,0.22884138474493776,202692,Alec Burks
0.0954518953941951,0.05223678753673885,0.0766031362508039,0.03697626474813225,0.2999693467246074,0.14947979588524857,0.06173329246229947,0.22754948099797448,202694,Marcus Morris Sr.
0.050273353933919664,0.05184372649799125,0.03482291419063466,0.0378116877803193,0.2323976043050809,0.29235622128614686,0.04867375607399065,0.2518207359319168,202695,Kawhi Leonard
0.2798930790451345,0.21773902864667907,0.016960675500612046,0.01125239555043236,0.13190605516635917,0.092520886344738,0.03231182661389616,0.21741605313214873,202696,Nikola Vučević
0.08979837237765992,0.0544173998254864,0.04148699639455689,0.03125042701173769,0.2033415254518516,0.26567840696805073,0.05854989741958027,0.25547697455107643,202699,Tobias Harris
0.03488605686011729,0.03290467633323518,0.12614238971003044,0.11051425080424787,0.2501465396014673,0.20255488011271855,0.058406694864646946,0.1844445117135364,202704,Reggie Jackson
0.04319774728080082,0.05079890635257089,0.048570942309435025,0.03400297503928776,0.23614208575451281,0.31921552678751014,0.056028433064931445,0.21204338341095105,202710,Jimmy Butler
0.04108520548893062,0.0244347363885403,0.051951728107337974,0.05339850101745878,0.29522030262715093,0.12689456485159573,0.13511600917128222,0.2718989523477036,202711,Bojan Bogdanović
