0,1,2,3,4,5,6,7,PLAYER_ID,PLAYER_NAME,Cluster
0.04344073277250299,0.14598213710590194,0.05409479149221236,0.24844072357051758,0.10548419927083467,0.13868312227046106,0.16652096856417742,0.09735332495339195,2544,LeBron James,1
0.01949761342268936,0.1421050094016682,0.034694566317921026,0.25823570062517076,0.17775099239830933,0.16896003085675715,0.12508557928740177,0.07367050769008246,101108,Chris Paul,4
0.048247208226853584,0.09523902722712758,0.04711763751964167,0.2517069379127546,0.21585984376135864,0.18769047525848714,0.0874941983682736,0.06664467172550313,200768,Kyle Lowry,4
0.056251604704750574,0.1203065432953404,0.04682812840238032,0.24497463347730986,0.18580124736340914,0.10429849620883423,0.1348016991182655,0.10673764742970986,201142,Kevin Durant,3
0.08126180892138339,0.14218352090692515,0.13367014430844218,0.16955557381089298,0.1346723623319368,0.10354883759139079,0.12193104959062408,0.11317670253840466,201143,Al Horford,3
0.024569725848870273,0.11031954081338825,0.023449914574397063,0.26972520897811353,0.24467129806389964,0.14921005313237876,0.12549138385210815,0.05256287473684435,201144,Mike Conley,4
0.0775901697957635,0.13559216910986743,0.12444635781885047,0.17352076294993687,0.15653388983341482,0.08942187716622765,0.13206418236079592,0.11083059096514333,201145,Jeff Green,3
0.021133882625896067,0.09862280258187334,0.04455516225943662,0.2139147505874654,0.26655760135637585,0.13067313126505845,0.14020940539575835,0.08433326392813587,201566,Russell Westbrook,4
0.09423208339997381,0.19660642365907208,0.25682035176488266,0.1646577586499363,0.08393794437093796,0.0786987898086085,0.05410723546146725,0.07093941288512148,201567,Kevin Love,0
0.08593248671045021,0.21031950375117844,0.1900781924627853,0.16321389243188858,0.08570274188565047,0.15169496225054863,0.05791154032021675,0.055146680187281645,201568,Danilo Gallinari,0
0.027198632286053813,0.1349283407821367,0.02110123702018218,0.26352458105113363,0.19088454231241492,0.14759501238996647,0.14044761996526361,0.07432003419284865,201569,Eric Gordon,4
0.0776002692835504,0.1270253528869308,0.2800867602918301,0.14196939488879107,0.11357511756258552,0.051349106604019736,0.07859215691742039,0.12980184156487204,201572,Brook Lopez,0
0.04960487568494428,0.057038307178091725,0.041199165020315356,0.23004497956039313,0.32887886581926173,0.1269927063530523,0.09813806985499685,0.06810303052894472,201587,Nicolas Batum,5
0.02622480019649706,0.1322217393768776,0.041929449997165906,0.2630188750543201,0.19144104143442855,0.14057097511667013,0.13030778241729174,0.07428533640674892,201935,James Harden,4
0.025092139528574236,0.12230053631033012,0.0329218500127056,0.3146939859493189,0.2131542193121395,0.16519963086870043,0.061525704492434906,0.0651119335257962,201939,Stephen Curry,4
0.02330143131360581,0.20289324354543148,0.03228822576844747,0.24121468803606722,0.07852189142907741,0.2018967118957964,0.1624331580898409,0.057450649921733245,201942,DeMar DeRozan,1
0.038043879147935125,0.061817565614377845,0.05618365048195293,0.17579569581642926,0.34383827912401194,0.08913587384495768,0.09659193987300764,0.13859311609732758,201950,Jrue Holiday,5
0.03779180955961959,0.09486039169416478,0.043153131543632865,0.2611262017594471,0.332635345827958,0.07476353782422385,0.08125611819543219,0.07441346359552166,201976,Patrick Beverley,5
0.053188260982199025,0.08200288664372155,0.029850856741053252,0.2937382036194071,0.15709633248214352,0.12716775841012545,0.12347433477665519,0.13348136634469487,202330,Gordon Hayward,3
0.04199018618745831,0.0941100402994309,0.046085158327155575,0.24412462538622612,0.2614873815774561,0.09717569548568339,0.10468747967842207,0.11033943305816757,202331,Paul George,5
0.01711853601829977,0.06320545993175085,0.019843501956225546,0.2801964975437807,0.3379707753653079,0.08948638142023224,0.09689253884326446,0.09528630892113849,202397,Ish Smith,5
0.016992085157209968,0.10547860887313598,0.022991714470730642,0.27297855738890275,0.23129234578183958,0.13909666908451881,0.1314792907532029,0.0796907284904594,202681,Kyrie Irving,4
0.04778572091727787,0.12426887011419552,0.2005663355305914,0.13519636059790177,0.12791755640144833,0.09899730758518244,0.09175564014483335,0.1735122087085693,202684,Tristan Thompson,2
0.07256288815760946,0.1031866866456919,0.31088744453170547,0.10326859422503383,0.08432626197898348,0.03195359212916344,0.07309528742333209,0.2207192449084803,202685,Jonas Valančiūnas,2
0.058720506838020076,0.09798320035790019,0.042725337688053075,0.2286990207899082,0.2341257024092059,0.12598327257991063,0.1403333848249519,0.07142957451205005,202691,Klay Thompson,3
0.03162107247429292,0.08805305974242694,0.028669875385316634,0.2979279815202528,0.18103508216225403,0.18726581633047226,0.1274384072806496,0.05798870510433486,202692,Alec Burks,4
0.020988477974720064,0.17917139989301406,0.0811470335443,0.21688694951826273,0.14019966702128298,0.11299638772186059,0.12923661323380034,0.11937347109275921,202694,Marcus Morris Sr.,1
0.04943166541322621,0.09780342676335693,0.036958309141282876,0.22010154816133923,0.24841891149411405,0.09633826526437203,0.1372575761708628,0.11369029759144596,202695,Kawhi Leonard,3
0.05773767250639706,0.09262259686588843,0.31670871891137625,0.14287116310441922,0.08907165060116272,0.07113312658142017,0.08584011106075151,0.14401496036858463,202696,Nikola Vučević,0
0.06246962116494657,0.09390158916688301,0.07085564367993347,0.22141168616442927,0.21782381154093164,0.09514114323974537,0.12884725375331116,0.10954925128981945,202699,Tobias Harris,3
0.03358990376544858,0.13369915488616693,0.03782510464165908,0.2256737381770749,0.22703868920670478,0.13548239736036083,0.1284512484073278,0.07823976355525712,202704,Reggie Jackson,4
0.0679705855699543,0.10663062433829688,0.04722267041825162,0.20634748724114835,0.2726051044247631,0.09395023771580638,0.11300286673548009,0.09227042355629919,202710,Jimmy Butler,3
