DEF_PLAYER_ID,1,2,3,4,5,6,7,8,PLAYER_NAME,Cluster
2544,0.0795290791941269,0.1659117971293486,0.0786677733587798,0.1995082458991352,0.0850741956084444,0.1184921258610757,0.1482789526668274,0.1245378302822617,LeBron James,4
101108,0.0828793211513427,0.149436703469778,0.1182681645050865,0.189222634717066,0.0376291724924867,0.1436285617858348,0.2151037397746814,0.0638317021037237,Chris Paul,4
200768,0.0270705534337271,0.129690933797091,0.1204139149690486,0.2079836044489428,0.0518987412556129,0.2322665786869019,0.1493465824894172,0.081329090919258,Kyle Lowry,4
201142,0.071284641309894,0.1529303940017355,0.0577466207761733,0.1943325890753325,0.0580358738856442,0.1594857144714305,0.1315419140755763,0.1746422524042133,Kevin Durant,4
201143,0.0908622908622908,0.1224020372956543,0.0767244448095511,0.1332813056217311,0.1539801199375667,0.1198691092308113,0.1072373285139242,0.1956433637284701,Al Horford,1
201144,0.052573539606125,0.1466504845050114,0.0923748317616871,0.2098291701238618,0.0277798515023601,0.2238172126724242,0.2011628973463672,0.045812012482163,Mike Conley,4
201145,0.1007063270264945,0.0962771895772982,0.0783599786934409,0.1300466263398688,0.1491167263785416,0.1402219676461359,0.1317650149218881,0.1735061694163316,Jeff Green,1
201566,0.0841726404711621,0.1033909396472233,0.0890240637734614,0.167869359588328,0.0527231624973973,0.2373033106279187,0.1806656949939022,0.0848508284006068,Russell Westbrook,4
201567,0.1149415259946396,0.0857021000237482,0.0694175863054994,0.155584958149769,0.2837091857258483,0.0770751850182473,0.0539376051102354,0.1596318536720124,Kevin Love,1
201568,0.1421328241976756,0.1317230069636448,0.1144366894562969,0.1211072116108281,0.1900781924627853,0.0911453175628035,0.0830963264594738,0.1262804312864918,Danilo Gallinari,1
201569,0.0769314388914006,0.1926658316101027,0.099974553010033,0.1848909114716513,0.0257138127743889,0.1625025014638195,0.1785513992138609,0.0787695515647428,Eric Gordon,4
201572,0.0648551107109922,0.0887580092934692,0.0416353797156987,0.1251092968552381,0.2974766617603416,0.1058132980662174,0.0750269383137511,0.2013253052842913,Brook Lopez,1
201587,0.0372727724556106,0.0692523701246256,0.0954604192293833,0.1887588374895938,0.0505181347150259,0.3117164299648364,0.1320653321902063,0.1149557038307178,Nicolas Batum,4
201935,0.0724072779488729,0.1734823436053432,0.0827913919171689,0.1931169346458329,0.0542218527405671,0.1653239367430612,0.1567045175430309,0.1019517448561225,James Harden,4
201939,0.0326581847987451,0.1880697222535351,0.0831195033923013,0.2522530956779922,0.0385447972930371,0.1852477402171607,0.1646073394460355,0.0554996169211927,Stephen Curry,4
201942,0.1011359560325433,0.250482132217538,0.1375633900686016,0.1514007723120284,0.0449159626660823,0.0865601798559531,0.1633426433002006,0.0645989635470523,DeMar DeRozan,3
201950,0.0322385143688759,0.0831470978160106,0.0521346477806241,0.144177191216196,0.070651209617129,0.3420260962310982,0.1283121181008961,0.1473131248691699,Jrue Holiday,4
201976,0.0469585680667474,0.0966691085424594,0.0625239055318211,0.2063104121151614,0.0479309964798091,0.3030184177941434,0.1634522505234906,0.0731363409463673,Patrick Beverley,4
202330,0.0454276303615706,0.0965101217571518,0.0908811665001295,0.2021612819658783,0.0366566744383997,0.2011176492357795,0.2155878760963694,0.1116575996447207,Gordon Hayward,4
202331,0.0485265346391166,0.1044310794264809,0.0601407228629131,0.201153429539167,0.0561126377454614,0.2523833146607063,0.1671581004828871,0.1100941806432673,Paul George,4
202397,0.0454119323508456,0.0801177485281433,0.0684303946200672,0.2187285158935513,0.0274121573480331,0.2867526655916801,0.2087911401107486,0.0643554455569305,Ish Smith,4
202681,0.0510677829973891,0.13614948275507,0.104332226613001,0.1719664917728195,0.0284970951451512,0.1989922819413903,0.2441336576458662,0.0648609811293123,Kyrie Irving,4
202684,0.1172871599665769,0.0502460310091913,0.0976696685544517,0.1101011976603843,0.2022189211772351,0.1114009841240367,0.090260885711633,0.2208151517964905,Tristan Thompson,1
202685,0.0841263111235311,0.063321785970677,0.0250685373715376,0.091331769059171,0.3143998342576041,0.0711584140765402,0.0556802906273638,0.294913057513575,Jonas Valančiūnas,1
202691,0.0738610488642085,0.1291209177010129,0.0629294451142813,0.1972342982327675,0.0644982676748324,0.2123226799180681,0.1600820923518897,0.0999512501429394,Klay Thompson,4
202692,0.0602832222127797,0.1030717171795208,0.144199198077859,0.2286945974551719,0.0312850068371974,0.1851489890991123,0.1953507057378379,0.0519665634005207,Alec Burks,4
202694,0.0993526749490614,0.1908917698960794,0.0791575758668566,0.1356016757123881,0.0980303767948694,0.1110369822751942,0.1477427769463327,0.1381861675592179,Marcus Morris Sr.,4
202695,0.045285570107588,0.1205679838832235,0.0673954806002486,0.1638370085766501,0.0579342781546758,0.2237800387332587,0.1606300194445635,0.1605696204997915,Kawhi Leonard,4
202696,0.0736170045716202,0.059804002041348,0.0647896019728272,0.1368488296152487,0.3357981777757158,0.0806189709750291,0.0468225276313582,0.2017008854168525,Nikola Vučević,1
202699,0.0512472646848116,0.0979735730975773,0.063674038271964,0.1861419806707646,0.0916664877284146,0.1985277611310979,0.1203480121261573,0.1904208822892123,Tobias Harris,4
202704,0.0587011500262808,0.1464185171017906,0.0919250487777358,0.1579903297622618,0.0415264335425707,0.2156732703511171,0.233191976509633,0.0545732739286097,Reggie Jackson,4
202710,0.0398889554429294,0.1166056260512652,0.0618525255784859,0.1778945297736008,0.0597638092880461,0.2752574425713534,0.1609792432437211,0.1077578680505977,Jimmy Butler,4
