PC1,PC2,PC3,PC4,PLAYER_ID,PLAYER_NAME
2.427927729586103,-0.30840672572475913,0.27301525530595716,-2.5168428447550975,1630647,Eugene Omoruyi
-2.32851316666505,0.9201410840840377,-1.7708739276907102,-0.8784244563960798,1626145,Tyus Jones
-2.4358944500411632,2.4544328717873447,-0.1823736462799521,-0.6371913473446233,1629673,Jordan Poole
1.1893331700480865,-1.9081260497191277,1.5849863796195127,0.26624738874051995,1630167,Obi Toppin
0.45901770922618657,1.2519289259190938,-0.34971833070121694,-1.8385384197928156,1630166,Deni Avdija
0.6000844285599856,-1.8065633140297683,-1.6539252522081147,-0.9662711483985388,1631098,Johnny Davis
-3.154279375840129,6.458252299889099,0.6390431377470749,-0.3817224065021726,1629027,Trae Young
-3.5118625824104566,2.8144164846419715,0.6114717227893972,-1.220512540353291,1630169,Tyrese Haliburton
-1.3699370174179852,3.5389931014813,0.8740025572923875,-1.2529777659033101,1628398,Kyle Kuzma
-0.1864793260122293,2.1769869717790464,0.24122974201600877,-0.9758789416956856,1631097,Bennedict Mathurin
6.581073358693002,0.5586247346090712,1.326629666819728,-0.20621240219607018,1630543,Isaiah Jackson
-1.7884829621777483,-1.146291168735122,1.2219417107407076,-1.0298949044079797,1630557,Corey Kispert
6.87830019410663,0.9334701219490941,-0.4307413772951759,3.5944049230037582,1629655,Daniel Gafford
0.635106902880116,-1.728946346192435,-0.521937998407996,-1.7471042382160074,1641731,Bilal Coulibaly
-1.5453352436463246,0.18746353490235174,-0.3982694606563352,-0.7074659573872485,1631103,Malaki Branham
-0.5350803894671952,0.6148286153920764,1.0284509055977475,-1.2704262535565012,1629640,Keldon Johnson
-0.05268566358278374,0.7513330906620351,-0.7554770692991901,-1.2351336835287396,1628971,Bruce Brown
-2.946124506382027,-4.151295475270635,1.0754207982104238,-0.4144464581838684,203926,Doug McDermott
-1.487981418402965,-2.4861739629122623,-0.08079870164186076,-1.158511419046358,1626224,Cedi Osman
5.373057660110002,-1.1016710246458346,1.768361764326747,0.29473896804163,1630168,Onyeka Okongwu
-1.0476958755805301,-2.3487884941679376,0.422327814740322,-0.7615701936573891,1631323,Simone Fontecchio
-2.6958119844690693,2.072450265258926,-0.08139637644342865,-0.1806757058857187,1626156,D'Angelo Russell
-0.6385739424725152,-0.10004148111836653,-0.7246586912395107,-1.2077565008480233,1629670,Jordan Nwora
-0.5207269801626155,0.7703046451159931,0.9409714352448403,-1.4725389595349667,1641715,Cam Whitmore
0.8236537710502062,0.7073948150393635,2.235564998501326,-1.4042587500117556,1626167,Myles Turner
-0.40625723998876734,-2.882792674401337,0.08984646957110215,-0.881712536854335,1629629,Cam Reddish
0.9594951967042467,0.41858300232801643,0.5041185894491065,-0.5006857202512162,1630552,Jalen Johnson
-0.17181813201276702,-2.37213092632761,-1.4522395762993667,-0.21507390041140081,1630699,MarJon Beauchamp
-1.0937979578891772,-4.192159129098109,0.44471160826896317,-2.2473577652497903,1641767,Ben Sheppard
0.8344699823522107,-1.00282384086099,0.3755137726210104,-1.2048645303250867,1630572,Sandro Mamukelashvili
-0.8310989957740302,3.826408488354855,-3.7005219604246515,-1.674840257404771,204456,T.J. McConnell
1.5368742135117783,-0.6139499065648634,-1.2499089810169364,-2.4946605505467208,203110,Draymond Green
-1.1398840964371104,-1.6893636870692592,1.2789703301863256,-0.6398433476675768,1630174,Aaron Nesmith
2.9350878328554235,3.7670142662009507,2.578597775674798,-0.23912453648212573,203076,Anthony Davis
2.9269806075105786,-0.5251243059758244,-0.033851862938811254,-2.4079487127419097,1630264,Anthony Gill
-2.4657031368160953,2.0454244030738225,0.39477586844630336,0.9378750060513792,1630170,Devin Vassell
-2.845173680157118,4.947482851047894,1.2313930675448945,0.44158837651586225,203081,Damian Lillard
1.9337165513532804,-0.0053416608506329,2.7690745361217215,-0.4776031446341922,1630188,Jalen Smith
-0.8564930188891036,-1.8673990005924677,-0.9196520574905208,-0.19107942553428303,1631108,Max Christie
-2.0697026389168762,6.944909840143964,0.5711217801513224,-0.004936160157459243,1628983,Shai Gilgeous-Alexander
-1.6541579077027275,-2.7820803856723826,0.3000686220842128,-0.5689723839029773,1627752,Taurean Prince
2.3824981708939177,1.3612315701347468,1.0860952766105747,-2.3499624502893406,1628380,Zach Collins
-2.1014544070222985,-0.9597147246319258,0.6276210115961155,-0.02098172905942175,1629013,Landry Shamet
1.311878213364275,-0.4762878114709405,0.38705747360523474,-2.627132494860932,1629677,Luka Samanic
1.0073051493636265,3.8604897740527226,2.421395477705244,0.6159724257329423,1641705,Victor Wembanyama
0.20898153208842238,-0.5014877076563135,-2.646849687299945,-1.9197764356025757,1627739,Kris Dunn
-1.4555703008003427,-3.6479066240804645,0.9519475946935471,-0.6762217456611507,1630577,Julian Champagnie
-1.178318496261653,3.2827557610538807,-0.4565750451753482,0.054155241842144944,1631114,Jalen Williams
-0.45478642413793674,-1.338684357891479,1.9877403136583949,-0.29933299652047357,1630180,Saddiq Bey
-3.0139433136791927,-3.26473178584277,0.9708796530688754,0.19383784253920872,1627736,Malik Beasley
-0.3531678500096004,0.4741986676100617,-1.7497424895328593,-1.2059359779328112,1630200,Tre Jones
-0.05588971330663061,-1.819673626877643,1.9337196357173727,-0.31260304174323417,201572,Brook Lopez
1.0828845249826198,0.7468786206333706,-0.08451614654053868,-1.0435858082626408,1631110,Jeremy Sochan
2.822077620433538,-2.1804234784745637,-0.17790701590341526,-1.0776548031499518,1627780,Gary Payton II
5.150115016102162,0.9602281271651377,1.1372213468700152,-1.0507442349682732,1628963,Marvin Bagley III
0.12203678483182696,1.314077518071942,-0.8594421269934669,-1.8985049364161435,1630581,Josh Giddey
-3.0638316792494664,-2.710171589713781,0.956814126840693,0.5819538716834287,1630198,Isaiah Joe
2.356241593492093,1.2549645289062412,-0.11394579131973853,-0.9337378135659113,1641708,Amen Thompson
-0.5926287416003012,0.8837573900384696,3.3184532295354594,-0.16366144824444537,1628374,Lauri Markkanen
1.5176748721001823,0.47849696054671353,-0.6801540775590107,-1.7774919542353522,203482,Kelly Olynyk
-3.244452450887672,0.1640923250540541,1.5432273606412588,0.8873965835412838,203501,Tim Hardaway Jr.
2.4354071341590444,6.18159559335623,2.5320718362898105,-0.0637389119923742,203507,Giannis Antetokounmpo
-2.188331175759719,1.2505049457859634,-3.48010498365287,0.5811420590124345,1630165,Killian Hayes
-3.56080826195915,4.138508873682141,1.635937077909631,0.1876161719504267,201939,Stephen Curry
-1.8668456599193821,1.8999531232160067,-0.34555016601809796,0.01916498406241876,1630559,Austin Reaves
-0.8023018441028887,3.780248184627828,-0.025584797676620977,-1.322766413474627,1629012,Collin Sexton
1.2703193737495329,-0.6766808145612379,-2.318058664585949,-0.9972609862726451,1631104,Blake Wesley
-2.168604524498268,0.9187307280074269,-0.8896856317684293,-0.39913724698623176,1630702,Jaden Hardy
-2.23195783659719,2.214930543365794,-1.1993953201932308,-0.16353213688193072,203114,Khris Middleton
-1.6522173005258147,-2.319129482635633,1.1811141702210048,-0.10471556272773751,1629652,Luguentz Dort
